customer_key,first_name,last_name,email,active,create_date
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1,"2006-02-14 22:04:36"
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,1,"2006-02-14 22:04:36"
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1,"2006-02-14 22:04:36"
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,"2006-02-14 22:04:36"
105,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,"2006-02-14 22:04:36"
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,"2006-02-14 22:04:36"
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,1,"2006-02-14 22:04:36"
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,"2006-02-14 22:04:36"
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,"2006-02-14 22:04:36"
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,"2006-02-14 22:04:36"
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,"2006-02-14 22:04:36"
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,"2006-02-14 22:04:36"
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,1,"2006-02-14 22:04:36"
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,"2006-02-14 22:04:36"
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,1,"2006-02-14 22:04:36"
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,"2006-02-14 22:04:36"
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,0,"2006-02-14 22:04:36"
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,"2006-02-14 22:04:36"
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,"2006-02-14 22:04:36"
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,1,"2006-02-14 22:04:36"
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,"2006-02-14 22:04:36"
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,"2006-02-14 22:04:36"
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,1,"2006-02-14 22:04:36"
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,"2006-02-14 22:04:36"
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,1,"2006-02-14 22:04:36"
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,1,"2006-02-14 22:04:36"
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,1,"2006-02-14 22:04:36"
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1,"2006-02-14 22:04:36"
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,"2006-02-14 22:04:36"
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,"2006-02-14 22:04:36"
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,"2006-02-14 22:04:36"
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,"2006-02-14 22:04:36"
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,"2006-02-14 22:04:36"
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,1,"2006-02-14 22:04:36"
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,1,"2006-02-14 22:04:36"
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,"2006-02-14 22:04:36"
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,"2006-02-14 22:04:36"
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,"2006-02-14 22:04:36"
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,"2006-02-14 22:04:36"
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,"2006-02-14 22:04:36"
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,"2006-02-14 22:04:36"
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,"2006-02-14 22:04:36"
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1,"2006-02-14 22:04:36"
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,"2006-02-14 22:04:36"
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,"2006-02-14 22:04:36"
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,"2006-02-14 22:04:36"
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,"2006-02-14 22:04:36"
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1,"2006-02-14 22:04:36"
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,"2006-02-14 22:04:36"
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,"2006-02-14 22:04:36"
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,"2006-02-14 22:04:36"
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,"2006-02-14 22:04:36"
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,"2006-02-14 22:04:36"
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,"2006-02-14 22:04:36"
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,"2006-02-14 22:04:36"
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1,"2006-02-14 22:04:36"
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,"2006-02-14 22:04:36"
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,"2006-02-14 22:04:36"
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1,"2006-02-14 22:04:36"
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,"2006-02-14 22:04:36"
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,"2006-02-14 22:04:36"
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,"2006-02-14 22:04:36"
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,"2006-02-14 22:04:36"
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,"2006-02-14 22:04:36"
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,"2006-02-14 22:04:36"
179,DANA,HART,DANA.HART@sakilacustomer.org,1,"2006-02-14 22:04:36"
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,"2006-02-14 22:04:36"
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,1,"2006-02-14 22:04:36"
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,1,"2006-02-14 22:04:36"
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,"2006-02-14 22:04:36"
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,"2006-02-14 22:04:36"
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,"2006-02-14 22:04:36"
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,"2006-02-14 22:04:36"
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,"2006-02-14 22:04:36"
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,1,"2006-02-14 22:04:36"
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,"2006-02-14 22:04:36"
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1,"2006-02-14 22:04:36"
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,"2006-02-14 22:04:36"
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,"2006-02-14 22:04:36"
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,1,"2006-02-14 22:04:36"
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,"2006-02-14 22:04:36"
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,"2006-02-14 22:04:36"
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,"2006-02-14 22:04:36"
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,"2006-02-14 22:04:36"
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1,"2006-02-14 22:04:36"
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1,"2006-02-14 22:04:36"
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,"2006-02-14 22:04:36"
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,"2006-02-14 22:04:36"
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,1,"2006-02-14 22:04:36"
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,"2006-02-14 22:04:36"
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,"2006-02-14 22:04:36"
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,1,"2006-02-14 22:04:36"
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
214,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,1,"2006-02-14 22:04:36"
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,1,"2006-02-14 22:04:36"
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,"2006-02-14 22:04:36"
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,1,"2006-02-14 22:04:36"
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,1,"2006-02-14 22:04:36"
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,1,"2006-02-14 22:04:36"
220,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,"2006-02-14 22:04:36"
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,"2006-02-14 22:04:36"
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1,"2006-02-14 22:04:36"
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,1,"2006-02-14 22:04:36"
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,"2006-02-14 22:04:36"
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,1,"2006-02-14 22:04:36"
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,"2006-02-14 22:04:36"
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,1,"2006-02-14 22:04:36"
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,"2006-02-14 22:04:36"
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1,"2006-02-14 22:04:36"
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,1,"2006-02-14 22:04:36"
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,1,"2006-02-14 22:04:36"
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,1,"2006-02-14 22:04:36"
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,"2006-02-14 22:04:36"
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,"2006-02-14 22:04:36"
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,1,"2006-02-14 22:04:36"
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,1,"2006-02-14 22:04:36"
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,1,"2006-02-14 22:04:36"
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1,"2006-02-14 22:04:36"
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,"2006-02-14 22:04:36"
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,"2006-02-14 22:04:36"
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,1,"2006-02-14 22:04:36"
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
245,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,"2006-02-14 22:04:36"
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,1,"2006-02-14 22:04:36"
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1,"2006-02-14 22:04:36"
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,1,"2006-02-14 22:04:36"
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,1,"2006-02-14 22:04:36"
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,1,"2006-02-14 22:04:36"
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1,"2006-02-14 22:04:36"
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,1,"2006-02-14 22:04:36"
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,"2006-02-14 22:04:36"
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,"2006-02-14 22:04:36"
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,1,"2006-02-14 22:04:36"
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,1,"2006-02-14 22:04:36"
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,"2006-02-14 22:04:36"
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,1,"2006-02-14 22:04:36"
262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,"2006-02-14 22:04:36"
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,"2006-02-14 22:04:36"
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,1,"2006-02-14 22:04:36"
265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,"2006-02-14 22:04:36"
